available_since,company,job_description,job_title,location
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,March 2, 2021,
,About the Role,
At Gojek, engineering is central to everything we do: bringing our ideas to life and into the lives of our users. As our Data Warehouse Developer, you’ll be an instrumental cog in the Data Warehouse wheel of Gojek that directly impacts the company’s single source of truth of data. Your main objective will be to build out our data warehouse. Product Managers, BI Analytics and Product Engineers will be your companions during this ride. Best yet, you’ll have ample opportunity to flex your data/software engineering and communication skills, helping the team build a large, scalable data engineering platform that'll be utilized throughout the company.,
,
,What You Will Do,
,Handle end-to-end data pipelines from heterogeneous input and output to help analytical purposes,
Be a data architect by implementing Data Modelling concept based on data type and use case,
Manage the Single Version of Truth and turn data into critical information and knowledge that can be used to make sound business decisions,
Define clear and well-scoped requirements documents, including specs and workflows, that is easily understood by technical and non-technical audiences,
Work with Product Managers, BI Analytics and Product Engineers to ship data warehouse feature and data product improvements,
Contribute to the product strategy and execute on the prioritized roadmap for your team,
,What You Will Need,
,At least 4 years of experience in Data Environment as Data Warehouse Developer,
Expert in SQL and Data Warehouse Concept,
Advanced in at least one programming language, especially Python or Go or Java,
Proficient in Batch, real-time data processing, Data Modelling concept, and implementation,
Analytical and data-driven, you love digging into the data to understand what’s happening and define & measure success on every project,
Passionate about your customers and always bring questions back to what will serve them best,
,About the Team,
The Merchant Platform team is a big group of over 50 team members based across Singapore and Indonesia. The gist of our role is to create an ecosystem of solutions to support our merchant-partners on the Gojek platform better manage and grow their business, while enabling both internal and external product stakeholders to develop merchant-based solutions in a sustainable manner.,
Our merchant-partners are one of the core stakeholders in our Gojek ecosystem; they’re involved in various offerings such as food delivery, offline payment acceptance, POS, financial services, deals, and promotions. As the Merchant Platform team, we work closely with our merchant-partners to understand their daily needs and concerns, and relay these insights to our internal product stakeholders to build platforms and interfaces on our mobile apps that ensure our merchant-partners’ success on the Gojek platform. Should you have a question about how to run processes in the development of merchant-partner products, we are your people! Currently, our team has been specifically hard at work tackling issues within the engineering arena to enhance the experience our merchant-partners have utilizing our platform and services. We aim to establish Gojek as the most trusted partner for all our merchant-partners.,
We’re a tight-knit, high-functioning team who genuinely love what we do, as we can see the results of our efforts play out in our merchant-partners’ everyday lives. When we aren’t working, you’d probably find us with our nose in books, or our eyes glued to the TV screen watching the latest Netflix drama. We’re equally concerned with each others’ personal and professional developments, and work together to get our job done well.",Data Warehouse Engineer - Merchant Platform,Jakarta
11 days ago,Michael Page,"Join a top trending and booming industry,
,Build high impact in digitalizing local community,
,About Our Client,
,One of the fastest growing Indonesian agritech startup, series B, with B2B and B2C platforms. They are committed to empower local fresh produce communities with their technology ecosystems and supply chain management.,
,
,Job Description,
,Design large data warehouses, high performing data pipelines, and developing ETL tools,
,Build and maintain streaming/batching processing with data infrastructure systems such as Kafka, Flink or equivalent,
,Develop automation, explore new tools/benchmarking for best practices and work with billions rows of data,
,Work with cross functional teams and multiple stakeholders from technical to business units,
,Understanding of software design principles and best practices (test driven development, source control management etc.),
,The Successful Applicant,
,Minimum of 3+ years of professional experience in the field. Graduate from reputable university is preferred,
,Savvy in data processing with Python, Java or Scala, and deep understanding of SQL,
,Familiar with cloud based infrastructure (GCP preferred) and analytical data warehouse (BigQuery preferred),
,Experience in data pipeline tools i.e. Airflow, Luigi, Azkaban or equivalent,
,Excellent written and verbal communication, able to switch between technical and plain language when discussing work,
,Able to work in teams, understand and empathise with all major stakeholders, take the lead on initiatives and mentor junior engineers,
,Able to work in a fast-paced agile environment,
,What's on Offer,
,Join a top trending and booming industry,
,Build high impact in digitalizing local community,
,Competitive benefits and flexibility,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4218735,
,Phone number,
,+62 21 2958 8871",Senior Data Engineer - Agritech,Jakarta
30+ days ago,Shopee,"Responsible for feature deployment, integration, and local server architecture and maintenance
,
Create and maintain optimal product feature architecture.
,
Liaise with data platform engineers and SRE team on feature development, infrastructure management, performance assessment and monitoring.
,
Work with stakeholders including the BI Analyst and BI Engineer to assist with data-related technical issues and support their data infrastructure needs.
,Bachelor degree in Computer Science/ Information Systems or any related field.
,
Proficient in SQL, Python.
,
Sufficient knowledge in IT Operations.
,
Sufficient experience in using containerization tool (docker).
,
Sufficient in using open-source automation tools (Git, Jenkins).
,
Sufficient knowledge in Linux and bash scripting language (especially Ubuntu/Debian distribution.
,
Have sound knowledge of data management.
,
Have experience related to data architecture or software development.
,
Have any exposure in using big data related tools (freelance / solid private projects will be considered).
,
Ability to work in a fast-paced agile development environment.",Data Platform DevOps Engineer,Jakarta
30+ days ago,Michael Page,"Collaborative work with regional teams,
,South East Asia market exposure,
,About Our Client,
,A leadingfintech player in South East Asia, providing various solutions and products that are tailored to market demand within financial services scope.,
,
,Job Description,
,Design and develop scalable Datawarehouse systems, including setting up process for data flows automation from various sources,
,Build and maintain ETL pipeline, and executing advanced SQL queries for data requests,
,Work collaboratively with regional Tech team for development and new features releases,
,Sense of ownership and independence in handling data engineering and BI development that drives business decisions and product development,
,Prepare Machine Learning capabilities,
,The Successful Applicant,
,Experienced with a diverse set of data technologies i.e. Kafka, SQL databases, Metabase or equivalent others,
,Solid exerience in database designing and pipeline building,
,Excellent written and verbal communication, able to switch between technical and plain language when discussing work,
,Analytical, innovative and entrepreneurial thinker
,What's on Offer,
,Opportunity to make impact for over 11 million unique users across South East Asia,
,Ownership & autonomy of your services (from emerging ones to large scale opportunities),
,Asynchronous work environment to help you maintain a flexible work-life balance,
,
,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4209036,
,Phone number,
,+62 21 2958 8871",Data Engineer - SEA Fintech,Jakarta
6 days ago,Michael Page,"Work with multinational team, open to remote,
,Join one of the most successful ecommerce,
,About Our Client,
,One of the largest fashion ecommerce in Asia.,
,
,Job Description,
,Building robust scalable data pipelines using distributed processing frameworks (e.g. Spark, Hadoop, EMR, Flink, Storm), integrated with asynchronous messaging systems (e.g. Apache Kafka, Kinesis, PubSub, MQ Series).,
,Apply strong programming, algorithmic, data processing skills with significant experience in producing production-ready code in Python/Scala/Java etc, engineering experience with machine learning projects like Time Series Forecasting, Classification and Optimization problems.,
,Work collaboratively with teams to handle Relational Database Management Systems (RDBMS) (e.g. PostgreSQL, MySQL) , No-SQL Databases (e.g. MongoDB, ElasticSearch) and hands-on experience in implementation and performance tuning of MPP databases (e.g. Redshift, BigQuery).,
,The Successful Applicant,
,5+ years of experience in building out scalable and reliable ETL/ELT pipelines and processes to ingest data from a variety of data sources, preferably in the ecommerce retail industry.,
,Experience in processing frameworks (i.e. Spark, Hadoop, Flink, Storm), integrated with asynchronous messaging systems (i.e. Apache Kafka, Kinesis, PubSub, MQ Series),
,Experience administering and deploying CI/CD tools (e.g. Git, Jira, Jenkins) Industrialization (e.g. Ansible, Terraform), Workflow Management ( e.g. Airflow, Jenkins, Luigi) in Linux operating system environments.,
,Experience designing and implementing software for Data Security, Cryptography, Data Loss Prevention (DLP), or other security tools.,
,Exhibits sound business judgment, a proven ability to influence others, strong analytical skills, and a proven track record of taking ownership, leading data-driven analyses, and influencing results.,
,Experience with cloud services like AWS, GCP or Azure,
,E-commerce / logistics / fashion retail background a bonus,
,What's on Offer,
,Work with multinational team,
Join one of the most successful ecommerce,
Flexible hours and competitive benefit,
,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4219467,
,Phone number,
,+62 21 2958 8871",Big Data Engineer (Principal) - Ecommerce Asia,Jakarta
30+ days ago,PT. INNOVATION CLOUD SERVICES,"Job Responsibilities:,
,
,Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
,Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
,Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
,Strong analytic skills related to working with unstructured datasets.
,Build processes supporting data transformation, data structures, metadata, dependency and workload management.
,A successful history of manipulating, processing and extracting value from large disconnected datasets.
,Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores.
,Strong project management and organizational skills.
,Experience supporting and working with cross-functional teams in a dynamic environment.,
,
,Requirements:,
,
,Bachelor Degree in (MI/TI/TK)
,Experience with big data tools: Hadoop, Spark, Kafka, etc.
,Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.
,Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.
,Experience with AWS cloud services / GCP : EC2, EMR, RDS, Redshift, Compute Enginee, Cloud SQL, Big Query, etc
,Experience with stream-processing systems: Storm, Spark-Streaming, etc.
,Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.",Cloud Data Engineer,Indonesia
30 days ago,Michael Page,"Multinational Telecommunications Company,
,Career advancement
,About Our Client,
,Our client is a Multinational Telecommunications Company.,
,
,Job Description,
,As the interface for high level decision makers (C-levels, VPs), responsible for high level customer presentation and communication.,
,Managing the team to provide business proposal for telecom operator's network planning and solution in order to obtain more business opportunities.,
,Responsible for the information gathering and analysis of relevant solutions, customers in relevant markets and industries, and competitors.,
,Communicates and coordinates with project team members, integrates internal resources, and promotes project progress.,
,The Successful Applicant,
,10 Years+ experience in the telecommunications industry.,
,Have extensive knowledge and deep insight about 2G/3G/4G/5G radio network planning and solution.,
,Proficient and very good skill in presentation, ability to communicate with customers' key decision makers (C-levels),
,Excellent English communication skills both in writing and speaking.,
,Outgoing personality, good at communication and teamwork,
,Candidate must possess at least a Bachelor's Degree, Engineering (Computer/Telecommunication) or equivalent.,
,
,What's on Offer,
,Opportunity to work with one of the big multinational telecommunications companies with attractive salary and company benefit offering.,
,
,Contact,
,Jessica Yonaka,
,Quote job ref,
,4216145,
,Phone number,
,+62 21 2958 8821","Solutions Architect, Telecommunications, IT Engineer, Data Engineer, IT Consultant, Network Planning",Jakarta
27 days ago,PointStar Pte Ltd,"Let’s get to know you!,
,
1.Have minimum 2 years experience in the Data Science, Data Analytics, Business Analytics, or related field working with Data.,
,2.We are an advocate of training each other, if you’re a fresh graduate from Engineering (Computer/Telecommunication), Computer Science/Information Technology, Statistics major or looking for a career change; feel free to apply with us. Diversity is a key value to us.
,3.Strong experience in Python or Java or Scala, beam, hadoop, NodeJS, Javascript and Big Data platforms such as Cloudera or GCP.,
,4.Willing to be located in Bandung.",DATA ENGINEER,Indonesia
30+ days ago,Shopee,"Being responsible for the full life cycle development, implementation, support of self-serve data products.
,
Creating and maintaining optimal data pipeline architecture.
,
Liaising with the regional Data Engineering team on data availability and retrieval.
,
Building analytics tools that utilize the data pipeline to provide actionable insights into operational efficiency and other key business performance metrics.
,
Working with stakeholders including the BI Analysts, Marketing, Business Development, FinTech, Brand, and Operational teams to assist with data-related technical issues and support their data infrastructure needs.
,
Working with BI Analysts to strive for greater functionality in our data systems.
,Bachelor's Degree in Computer Science/ Information Systems or any related field.
,
2+ years of relevant working experience in Data Engineering, BI Engineering, or DevSecOps.
,
Proficient in SQL and Python.
,
Have sound knowledge of data modelling and data warehousing concepts.
,
Have a strong exposure in using big data related tools (freelance / solid private projects will be considered).
,
Basic knowledge in Linux command (especially Ubuntu/Debian distribution).
,
Ability to work in a fast-paced agile development environment.",Data Platform Engineer,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 18, 2021,
,About the Role,
As our Data Engineer, you’ll be a crucial member of the Financial Services Platform at Gojek. In this role, you’ll take the wheel in building and scaling our Data Warehouse foundation that enables and delivers reliable and trustworthy data that affects our internal users, driver-partners, and merchant-partners alike. You’ll design, develop, and maintain the services for our data ingestion pipeline, ensuring the data is understandable, usable, and adheres to data governance policies. The folks in the Engineering, Business, Operations, and Data Science teams will be your companions on this ride; they’ll provide the data you’ll utilize in your daily tasks, while you act as a bridge between them and third parties.,
,
,What You Will Do,
,Create data ingestion from various sources: RDBMS, Rest API, Kafka, Text File and Spreadsheet,
Design, develop, and maintain the services for the data ingestion pipeline; debug any data issues that may arise,
Deploy the data pipeline following data governance and data security requirements, and implement it with the data quality check on Google Cloud Platform,
Provide expert advice on data infrastructure, data architecture, and data modelling to your teammates,
Manage the auto-scaling and performance monitoring of the Infrastructure using Prometheus, Grafana, or similar tools,
Liaise with other Data teams within the Financial Services platform and GoTo company - such as the Data Science, Data Engineering, Data Governance, and Risk Analytics teams - to ensure that initiatives are aligned and data integrity standards are adhered to,
Drive the prioritization, strategy, and focus to solve user problems,
,What You Will Need,
,At least 3 years of experience in data engineering, BI engineering, and data warehouse development,
Excellent command in programming languages, preferably in Python and Bash; knowledge of Java and Go is a plus,
Experience in managing a server-less data warehouse like BigQuery or Redshift,
Prior DevOps experience implementing large scale data stacks using any CI/CD tool and Docker,
Familiarity with schedulers like Airflow,
Experience in Kafka, Flink, and Spark is a plus,
Excellent spoken and written skills in English in order to communicate with stakeholders of various backgrounds, and with our international teams,
,About the Team,
Financial services platform is Gojek’s financial services arm, working to provide responsible & sustainable financial services to Gojek's three main segments: consumers, merchant-partners, and driver-partners. Our team operates with the fundamental belief that financial inclusion can unlock the doors to a better quality life, both in the present as well as in the long term. With our ""user first"" mindset, we aim to transform the financial services sector in Southeast Asia, starting with Indonesia.,
Our Data team, a financial data services sub-pod, is an established family with members stationed across Jakarta, India, and Singapore. We’re in charge of running hundreds of instances and deployments across all of our payment products, directly impacting millions of users every single day. Most recently, our team has built products that reduce the overall time to model, curate, and access data, streamlining our efficiency and internal processes significantly. In the coming year, in light of our new GoTo collaboration, we have exciting plans to scale up our team in efforts to field the massive growth of our data pool.,
Combating remote work has brought us even closer, with frequent catch-ups over tea and sharing ways we have been keeping ourselves sane. Along with our desire to utilize smart technology and innovative engineering strategies to make people’s lives easier, our team also bonds over our shared love for reading, gaming, and drinking lots of coffee. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!",Data Engineer (Analytics)- Financial Services Platform,Jakarta
