available_since,company,job_description,job_title,location
24 days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,August 12, 2021,
,About the Role,
As a Data Analyst for the Driver Platform team, you'll build data products to aid the team in achieving its business objectives. Collaborating with the Business and Product teams, and fellow analysts, scientists, and data warehouse developers, you’ll focus your efforts on supporting the analytics and data products (automated dashboards, reports, alerts, and simulation tools) which aim to create business impact at scale. Specifically, you’ll conduct general analysis on each new feature/product, dive deep into understanding data trends and insights to make sound business decisions, and provide data visualizations to track the platform's overall performance. You will be involved in solving the problems drivers’ face during the course of the day - the menace of traffic, the struggles of inclement weather, long wait times, the anxiety of not getting orders, following covid safety measures. You will help us track how our driver app and new features perform, how can we increase the performance/income/experience of our driver partners, and many more!,
,
,
,What You Will Do
,Design data marts to meet business requirements,
Perform (exploratory) analysis in relation to determining new project pilot settings, new features, user behavior, & in-app behavior,
Validate & quantify the impact of features/initiatives by designing and implementing sound experimentation strategies and statistical analysesCommunicate findings through well documented analyses and visualizations,
Build and maintain dashboards for tracking product group KPIs,
Design and run statistical experiments,
,What You Will Need
,At least 1 year of professional experience in data analytics and business intelligence,
Experience in advanced SQL, data visualization and any dashboarding tool (e.g. Tableau, Metabase, Google Data Studio),
Ability to design a data mart to meet business requirements,
Strong business sense and critical thinking ability,
Ability to independently conduct analysis of a business problem through data manipulation, formulation of hypotheses, design and statistical analysis of experiments to test them,
Hands on experience with machine learning projects will be a plus,
,The Driver Platform data team is a 13+ member team consisting of data analysts, decision scientists and data scientists based in Jakarta and Bangalore. In collaboration with our business and product counterparts, we work towards enriching driver experience, their lifecycle and trust on Gojek platform. We do so by doing rigorous analyses, building decisioning systems and application of ML to improve our products. Rockstars in the team have already deployed ML driven features to enhance trust of drivers on the app. We are currently working hard to position our drivers better for incoming demand. Our data marts and dashboards fuel the product roadmaps with insights, experiments and evidence. Some of the key initiatives of the future are in the areas of proactively managing quantity & quality of supply on the app and enhancing income for drivers. And how do we work and connect in the new WFH regime? Well - as seamlessly as our apps! Be rest assured, working for Gojek drivers is a fun ride!",Data Analyst,Jakarta
30+ days ago,NTT Ltd,"At NTT we believe that by using innovative technology we can solve global challenges and create a world that is sustainable and secure. We are looking for curious people, from diverse backgrounds, that are keen to work in a fast-paced and agile environment.,
At NTT we trust our employees to do the right thing, even when no one is watching, which is why we offer flexibility in the workplace. The majority of our roles are hybrid, meaning we encourage a balance of working from home and our local office. Ask our recruitment team if this is a hybrid role.,
Want to be a part of our team?,
NTT is looking for a Data Analyst / Reporting Analyst to join our Managed Services Team on a permanent position.,
,
This resource assists with the delivery of an agreed level of IT service as contained in the Service Level Agreement with NTT's clients by analysing and reporting on performance. In so doing, they ensure that all operational services and their performance are measured in a consistent, professional manner throughout the IT organization, and that the services and the reports produced meet the needs of the business and customers.,
Working at NTT,
Various responsibilities will include to:,
Assist with the delivery of an agreed IT services as contained in the Service Level Agreement with the client.,
Assess the environment (people, process, calls, etc.) to determine trends and problem areas.,
Identify sources of data for existing and new reports.,
Work closely with the internal clients to define what would add value to existing reports.,
Enable valid business decision making by ensuring the data published is valid, accurate and correct.,
Understand business needs and expectations, and consistently deliver quality of service.,
What will make you a good fit for the role?,
Solid experience as a reporting /data analyst in any IT service management environment.,
Expert working knowledge of Microsoft Exchange, Word, Excel Project, Power Point.,
Power BI and VBA experience will be well regarded.,
Understanding of system generally used in service management operations e.g. Service Now.,
Experience in the process of developing and implementing new report templates.,
Experience as an ITSM Analyst will be well regarded.,
ITIL certification is desirable.,
Join our growing global team and accelerate your career with us. Apply today.,
Equal opportunity employer
,NTT is proud to be an equal opportunity employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category.",Data Analyst / Reporting Analyst,Jakarta
23 days ago,PT Bumi Amartha Teknologi Mandiri,"We are looking for a passionate Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.
,Proven working experience as a Data Analyst or Business Data Analyst
,
Strong in Phyton & SQL
,
Technical exxpertise regarding Machine Learning technologies (Predictive Modelling, forecasting, clustering)
,
Strong knowledge of and experience in Data visualization and dashboarding tools (BI)
,
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
,
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
,
Adept at queries, report writing and presenting findings
,
Degree in Mathematics, Economics, Computer Science, Information Management or Statistics",Data Analyst,Jakarta
30+ days ago,QSI Recruitment,"30 November 20,
,Location: Toba, North Sumatera,
,Requirements,
,Bachelor Degree majoring in any major,
,Minimum two years of working experience as Data Analyst from any industry,
,Has excellence skills in excel and analytical thinking,
,Willing to be based in Toba,
,Good communicate in English",Data Analyst,Indonesia
30+ days ago,Michael Page,"Work in one of the highest performing startup,
,High variety of use cases with latest technology,
,About Our Client,
,Our client is a leading Fintech startup with high social vision to help the underserved. They have made it possible for individuals to have accessibility to financial products.,
,
,Job Description,
,Conduct analysis, build queries and produce insights using SQL, Excel and other BI tools,
,Define problems, develop hypotheses and make data driven recommendations,
,Analyze and monitor performance across marketing, operations and collections experiments for better business performance,
,Apply best practices in data-driven decision processes through statistical theorems,
,Manage stakeholders requirements and expectations for reports, dashboards and other monitoring tools,
,The Successful Applicant,
,2-3 years of experience in data analysis / business intelligence analyst role,
,Solid technical skills in SQL, Excel and other BI tools,
,Proven skills in storytelling from numbers to business,
,Strong analytical, problem solving skills, critical with excellent interpersonal and communication skills,
,Background or high interest in Fintech products preferred,
,What's on Offer,
,Work in one of the highest performing startup,
,High variety of use cases with latest technology,
,Competitive benefits and flexible hours,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4170904,
,Phone number,
,+62 21 2958 8871",Data Analyst / BI - Fintech,Jakarta
30+ days ago,Lemonilo,"Analyse current and historical trends and give recommendation to relevant partners
,
Create visualization or monitoring of relevant metrics, both business unit level or management
,
Bridge data driven mindset among stakeholders
,Bachelor degree or above, education background preferably from Mathematics, Statistics and IT
,
Have experience in simple statistics modelling or data analyst area for minimum 2 years
,
Have knowledge and understanding of scripting logic (SQL or other data pulling language)
,
Have knowledge and understanding of data processing tools (Rstudio, python, etc)
,
Have knowledge of Google Analytics will be a plus point
,
Able to perform basic statistical computation
,
Have an excellent attention to detail
,
Have an excellent logical comprehension",Data Analyst,Jakarta
30+ days ago,Funding Societies,"As a data analyst, you will be at the intersection of our Business and Data in Funding Societies working primarily with our Finance or Risk team as well as other tech and business teams to enable your work. You will also drive automation across a range of finance, risk, credit and operational processes. You will deep dive into the economics of our customers/products and spend your time in financial reporting, analysis, credit risk and more.,
We are looking for a candidate with a strong sense of ownership, a deep appreciation of data and fundamental understanding of end-to-end analytics functions. As long as you are adding value to the business, you are your own boss. The way we work doesn’t suit everyone. But if you are humble, love autonomy and enjoy life changing professional challenges, we could be perfect for each other.,
What you’ll be responsible for:,
Collaborate with cross-functional stakeholders to understand business drivers, formulate and complete end-to-end analytics solutions,
Design, develop and maintain self-service reports, dashboards and analysis on interactive BI tools for easier data visualization,
Contribute in collection, processing and modelling of financial data using SQL from complex databases to integrate into data warehouse that can be used for reporting/analysis and to give recommendations and drive decision making,
Deliver effective presentations of findings and recommendations to different audiences, creating visual displays of quantitative information that drives financial decisions in the business,
Find innovative and creative ways to obtain and drill insights from new financial data,
You may shine in this role if you have:,
You have a (minimum) Bachelor’s degree in Quantitative/Technical field, exposure /minor in finance/accounting preferred,
Problem-solver, keen learner and data enthusiast. Highly analytical, curious & business focused.,
Confident and clear communication, especially of complex ideas and information and collaborating across teams,
Outstanding SQL skills (Python is a plus!),
Data Warehousing, Data Governance and ETL/ ELT processesknowledge will be a strong advantage,
Experience with BI tools, such as Tableau, Sisense, PowerBI etc,
Experience translating analysis results into actionable business recommendations,
Able to work independently and as a team to support multiple countries concurrently, able to multi-task and stay organized in a fast-paced environment",Data Analyst,Jakarta
20 days ago,PT. Warung Pintar,"Responsibilities,Build data reports/dashboards to monitor developed products,Plan iteration based on monitored data,Develop ad-hoc queries to support operational process,Increase co-workers data literacy by training on new reports/dashboards, being a strategic partners, and providing technical expertise on data storage structures and data cleansing,Manage and design the reporting and analysis environment, including data sources, data warehouse, interface, and contents,Generate impactful insight & analysis on each new feature/business model that has been released,Evaluate product experiments and measure the impact to our target metrics (e.g. proactively suggest A/B tests or experimentations for product features and evaluate the impact on whether to increase the exposure or to stop the experiment),Requirements,Bachelor's degree in Engineering, Mathematics, Statistics, Operation Research or other related disciplines,Have at least 2 years of experience in data-related fields,Proficients in SQL, spreadsheets, and statistical software package,Excellent in Statistics/Math to solve analytical problems,Familiar with ETL (Extract, Transform, Load) process,Familiar with Bigquery, Redash or Data Studio,Good understanding of product life cycle and development cycle,Great data manipulation skills,Able to communicate and ask questions effectively,Detail-oriented, analytical and curious,Ability to work independently and with others,Problem Solving and Critical Thinking,Benefits,Communication allowances,Transportation allowances,Vision allowances,Medical/health insurance,Opportunity to learn from a brilliant and energetic team,The Indonesian National Employment Insurance System (BPJS Ketenagakerjaan),The Indonesian National Health Insurance System (BPJS Kesehatan),Experience to work in a fast-paced industry,Flexible working hours,Fun and humble culture that cares about your personal growth,Jenis Pekerjaan: Penuh Waktu",Data Analyst (Remote),Jakarta
30+ days ago,Lazada,"Location:,
,Indonesia,
,Department: Security & Risk Management
,Location: Indonesia
,Job Description,
,Key tasks and responsibilities,
,
1. Develop and implement short-term and long-term risk strategies across activities and touch points, such as: account registration, fake orders, refund and return, claims and etc.
,
2. Engage with various business, technology, and security/risk stakeholders to identify and solve risk problems at scale.,
3. Leveraging large data sets and analytical tools to develop evidence-based, automated risk strategies, while working closely with algorithm teams and operations teams on the execution of these strategies.,
4. Execution of buyer, seller, and product risk screening processes while ensuring support of established service levels.,
5. Executing operational policies and processes for business security operations and dispute management.,
6. Handling escalations and conducting investigations for incidents.,
7. Establish, drive and be accountable for key business metrics of the team.,
8. Communicate results C-level leadership across ventures and regional teams.,
,
,Job Requirements,
,Qualifications & Skills,
,
1. Bachelor’s degree in Business, Economics, Math, Statistics, Computer science or related fields,
2. At least 2 years of relevant experience in one of the following areas: Data analytic, Strategy and Operations, Risk Management, Trust and Safety, Policy Development, in eCommerce or Tech industry in general.
,
3. Data driven with strong analytical ability to deep dive into data and develop clear insights.,
4. Strong project management skills, with experience in collaborating with different business and technical stakeholders.
,
5. Excellent written and verbal communications. Hands on experience in communicating with executives in local and regional setting.
,
6. Ability to manage ambiguity and thrive in a fast-paced working environment.
,
7. Experience with SQL and analytical tools (SAS, R, Python) is a must have,
8. Experience with AI and machine learning is a plus.",Business Risk Data Analyst-Jakarta,Indonesia
27 days ago,Ralali.com,"We are looking for a Data Analyst with a strong sense of ownership, a deep appreciation of data and fundamental understanding of end-to-end analytics functions.,Job Responsibility:,Perform analysis to generate insights,Design and develop reports and dashboards to automate insights and enable self-serve analytics,Work with the users to define the scope and details of the projects,Maintain own set of data / ETL for analysis, dashboards and reports,Job Requirement:,Bachelor Degree in Mathematics, Statistics and IT.,Have a strong statistical skills and analysis.,Experience working with Data from database (MySQL, Python, etc).,Have ability to communicate quantitative analysis in a clear, precise, and actionable manner.,Strong interpersonal and communications skills including the ability to communicate technical/statistical concepts to non-technical audiences,Jenis Pekerjaan: Penuh Waktu",Data Analyst,Jakarta
30+ days ago,Alodokter,"This role exists to:,
Generate insights from data by consolidating data from various sources, reporting them in a concise and accurate manner, and providing a practical interpretation of the reports which support the management team’s decision-making.
,
,Core Responsibilities:,
Analyze web and app traffic using tools such as Google Analytics, Firebase, Google BigQuery to provide insights into user behavior periodically using BI tools such as Google Data Studio.
,
Create holistic dashboards by pulling data from different data sources and websites for presentations to senior management team/external partners
,
Maintain standard data definition and dictionary to ensure data quality, consistency, and robustness in tracking and reporting processes
,
Create analytical datasets using data management tools such as SQL or Python to automate the reporting processes so to improve work efficiency and reduce man-made mistakes.
,
Collaborate with internal & external partners such as partners and agencies to assist with data collection and understanding the business question.
,
Working closely with the regional analytics team, develop and implement statistical models and other analytical tools to create impact in business processes and performance.
,
,Knowledge:,
,Essential:,
Knowledge of web & app analytics tools such as Google Analytics, Google BigQuery, Firebase.
,
Knowledge of BI tools such as Google Data Studio, PowerBI, or Tableau.
,
Strong experience using statistical computer languages (SQL, Python, etc.) to manipulate data and draw insights from large datasets.
,
,Desired:,
Knowledge of cloud computing services (Google Cloud Platform is a plus)
,
Knowledge of advanced analytical techniques (profile analysis, cohort analysis, and etc) and experience working with structured and unstructured data.
,
Knowledge of version control tools such as GitHub /GitLab.
,
,Skills/Abilities:,
,Essential:,
Hands-on experience in
,
,Data management and manipulation:, strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
,
,Reporting and Insights:, ability to generate accurate reports and derive insights from the data as well as articulate the findings in a team environment and add value through the sharing of these insights with stakeholders in an effective way with clear and quantifiable business impact.
,
,Desired:,
Data Mining from various data sources – internal & external sources.
,
Automating reporting process through visualizations on dashboards.",Data Analyst,Jakarta
20 days ago,Kompas Gramedia,"Summarizes data from analytics packages, customer/stskeholder insight or other sources to understand context of research work
,
Data mining
,
Processing, cleansing, and verifying the integrity of data used for analysis
,
Doing unbiased ad-hoc analysis and presenting results in a clear manner
,
Identify patterns and opportunities from data
,Experience with common data toolkits (such as Python, R, Weka, NumPy, MatLab)
,
Proficiency in using query languages
,
Team spirit; strong communication skills to collaborate with various stakeholders
,
Good applied statistics skills, such as distributions, statistical testing, regression, etc",Data Analyst KG Media,Jakarta
30+ days ago,Tokopedia,"General Job Description:,
Become SME (Subject Matter Expert) in terms of Data & Analytics within Business Unit/Cluster,
Understand and Analyze Transactional (Order Related), Behavioral (Event Tracking, Client Activity) and Demographic data,
Explore Various Datasets to Generate Insights, Conclusions and Recommendations,
Produce Rich, Insightful, Meaningful and Beautiful Dashboards for Monitoring and Reporting that Automate Insight Generation,
Collaborate and synergize across with other data functions such as Data Engineering, Business Intelligent, Data Tracker and Data Scientist,
Strategic Partner for Product (Feature, Functionality), Business (Campaign, Initiatives) and also Technology (Implementation),
Specific Requirement:,
Lead and become a mentor for team which consists of Data Analysts,
Master the technical competency related to their own area of work.,
Lead team to the optimal problem solving direction through critical analysis and evaluation of problems in hand,
Make critical decisions regarding direction of research projects,
Distinguishing important and unimportant approaches in data-based problem solving,
Enhance the team's awareness of analytics tools, technologies, methodologies,
Enabling direct reports to perform the work effectively by monitoring, coaching, providing feedback, acquiring resources, problem solving, and communicating.,
Conduct regular health check with all team members; manages performance for entire team.,
Analyse current subordinates performances through KPIs and metrics, then develop methodologies to improve KPIs in the workforce procedurals.,
Experience & Formal Education Level:,
Bachelor’s Degree,
3+ years of Data analytics experience.,
1+ years in a managerial position",Data Analyst Lead,Indonesia
30+ days ago,Tokopedia,"General Job Description:,
Become SME (Subject Matter Expert) in terms of Data & Analytics within Business Unit/Cluster,
Understand and Analyze Transactional (Order Related), Behavioral (Event Tracking, Client Activity), and Demographic data,
Explore Various Datasets to Generate Insights, Conclusions and Recommendations,
Produce Rich, Insightful, Meaningful and Beautiful Dashboards for Monitoring, Reporting that Automates Insight Generation,
Collaborate and synergize across with other data functions such as Data Engineering, Business Intelligent, Data Tracker, and Data Scientist teams,
Strategic Partner for Product (Feature, Functionality), Business (Campaign, Initiatives) and also Technology (Implementation),
Specific Technical Requirements:,
Set standardization of analytical framework and reports within the team,
Produce data visualization with a strong storytelling element.,
Strong data wrangling and data manipulation in R/ Python,
Intermediate statistics modelling utilization,
Create a statistical summary and inference (hypothesis testing: t-test, ANOVA, etc),
General Requirements:,
Bachelor's Degree,
2+ years of Data analytics experience is a plus",Senior Data Analyst,Indonesia
30+ days ago,Kuryo Technology,"Minimum Bachelor’s degree quantitative field, e.g. Computer Science, Math, Physics.,
 ,Outstanding problem-solving skills and analytical thinking.,
 ,Familiar with data structures and algorithms, Python or R language, SQL based database, and Hadoop framework.,
 ,Familiar with a statistics or machine learning.,
 ,Good in data visualizations and communications.,
 ,An ability and eagerness to constantly learn and teach others.,
 ,Have a passion with big data science.",SYSTEM ANALYST / SENIOR DATA SCIENTIST,Surabaya
30+ days ago,byOrange,"Responsibilities:,
Good and Understand in SQL Query Command for MySQL, SQL Server, PostgreSQL,
Excellent and Knowledgeable in MySQL / SQL Server / PostgreSQL HighAvailability Environment ( Main DC and DRC ) and Performance Tuning,
Responsible for Design, Development, and Implementation of Databases System and Failure Scenario Process,
Provide Database Support services at all time to ensure continuous system availability,
Familiar with Linux,
Implement Databases Slow Query, Backup Process and Policy,
Implement Databases Security Features to Protect and Secure Databases,
Monitoring, Patching, Upgrade, and Migrate Databases,
Troubleshooting and Solving Databases issues from Identification, Analysis, solution recommendation and implementation solution.,
Understand Database Automation using Terraform and Ansible is Plus,
Familiar with Gitlab Pipeline is Plus,
Requirements:,
Familiar with Linux,
Have knowledge of Ansible and Terraform is a plus,
Familiar with Complex SQL Query / Index,
Certified Database is Plus,
Having knowledge and experience with PL/SQL Oracle,
Have knowledge and experience with Pipeline Automation (Gitlab or Jenkins) is a plus,
Minimum 5 years experience in Field,
,OJ5EfdHPg7",Data Base Analyst,Jakarta
30+ days ago,Funding Societies,"Funding Societies | Modalku, is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.,As a Data Analyst, your role is to understand the needs of the business and use data to derive a solution that you will then present, implement, and track. In addition to having a knack for problem-solving, it is absolutely crucial that you are willing to learn, understand, and hear the needs of our people. In a small team, you will be working regionally on various products.,At Funding Societies, we pride ourselves on solving challenging problems and focusing on impact. The work you do will help raise visibility in the business and enable data-driven decision making. As a team, we are excited about translating findings into actionable insights, seeing that drive change in our organisation and ultimately bringing value to our customers.,If you enjoy seeing your work drives impact and appreciate a fun working environment, this is the place for you.,*,What will you do: *,Ingesting, processing, visualising and analysing data,Discovering and communicating actionable and accurate insights,Creating dashboards for performance measures and operational visibility,Partnering with business teams to develop key metrics for success measures,Own and manage project deliveries,Building and maintaining data models,*,What we are looking for: *,Curious tinkerers and meticulous problem solvers,Organized workers who are comfortable handling large sets of data,Agile thinkers that can adapt to fast paced and ever changing environments,Great communicators who can help translate and present data insights to business teams,Previous experience working with database ETL processes, reporting and visualizing tools.,Exposure to SQL, Tableau or Sisense is a great plus,Students who are currently pursuing a computer science, math, statistics or related field,*,Interested to know more about us? Learn about our Stories ,*here,.,Job Type: Internship",Data Analyst Intern,Jakarta
30+ days ago,DBS Bank,"Group Technology and Operations, drives the DBS’ digital transformation agenda to allow us to scale new heights and reimagine the future of banking. To thrive in the age of digital disruptions, we focus on innovative ways to scale our cloud-based technologies, utilise modern frameworks and deploy automation best-practices.,
,
We’ve also built a data-driven culture to develop clear guardrails on data governance and make data more accessible securely. Looking further into the technology horizon, we are exploring key merging technologies such as 5G, Internet of things (IoT), blockchain, quantum computing and AR/VR that will able us drive better business outcomes and customer journey.,
,Responsibilities:,
,Handle data initiatives relating to data stewards for control and governance, acting as data SME for the whole DBSI T&O Unit.,
,Design and build control tower framework, analytics, general hypothesis testing and all related initiatives with data to handle operation’s data strategies.,
,Work closely with stakeholders within regional data and local IT team to deliver data ingestion initiatives from use cases for Data Mart (ADA Lite) implementation.,
,Conduct general analytics to identify areas of improvement for T&O wide and deliver actionable insights for stakeholders and involve in the overall implementation and improvement.,
,Communicate strategic recommendations for operation based on insights coming from data and operationalize the process of analytics to each unit.,
,Perform strategic T&O initiatives to achieve Demand Management agenda, Digital adoption agenda, using Agile method, good governance of project management and manage the implementation,
,Perform continuous process improvements whenever its applicable during project run and ensure work-around is establish as well,
,Involve in Innovation agendas that delivers growth for DBSI T&O and Business through ideation methodology, from proposition, prototyping and delivery.,
,Ensure project delivery within budget, timeline and quality standard to support T&O and the bank achieving their objective and goals,
,Assess risk and control deficiencies or other scope in addition to give value on the initiative and conform for with all applicable policies, standards, SOP and regulations,
,
,Requirements:,
,Minimum 3-4 years of relevant experience as a Data Analyst, Business Intelligence, or Data Science fields related.,
,Have an experience with Data Visualization Tools (Tableau, Power BI, etc.). Tableau specifically is a plus,
,Possess knowledge in data mining / data processing tool such as SQL, SAS, Python or R. Any Advance knowledge in one of the tools given is highly preferable.,
,Exposure to project management, process improvement, and information systems management,
,Have an analytical mind and business acumen with the ability to work with data to discover patterns and trends and form conclusion and solutions based on its findings,
,Good knowledge in corporate and retail banking business and operational process,
,Good knowledge in banking risk management,
,Proactive personality with “can do” spirit,
,Highly motivated to bring innovative solution to the team,
,
,Primary Location,:, Indonesia,
Job,:, Analytics,
Schedule,:, Regular,
Employee Status,:,
 Full-time,
:,
Job Posting,:, Jul 5, 2021, 1:38:14 AM",Lead Data Analyst and MIS,Indonesia
30+ days ago,CoLearn,"Come shape the future of the ed-tech industry in Indonesia! We are looking for competent, nice-to-work-with, and fun-loving people to join our fast-growing company.,
,
About the Company,
, ,Early-stage, ed-tech, funded, growing, growing fast.,
, Mission Driven: Make Indonesia competitive on a global scale.,
, Build the best educational content and technology to advance STEM education,
, Students-First approach,
,About the People,
,❤️ Love what we do,
, Committed to making learning fun, accessible, and safe,
, Teams are better. We value ownership, responsibility, transparency,
, Global, diverse backgrounds. Been there, done that.,
,
,As a Data Analyst Lead, You Will:,
,Leading the data analyst team,
,Collecting and interpreting data,
,Identifying patterns and issues by analyzing data using SQL or other relevant tools,
,Acquiring data from primary or secondary data sources and maintaining databases/data systems,
,Reporting the results back to the relevant members of the business,
,Working alongside teams to establish business needs,
,Defining new data collection and analysis processes,
,Developing and implementing databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality,
,
,
You will need to have:,
,Knowledge of SQL (required) and Mongodb,
,Ability to analyze large datasets,
,Experience in working with any 3rd party business analytics tool,
,Experience as a lead/manager,
,Knowledge of Python or any other scripting language is a plus,
,Graduated in Quantitative measures like Computer Science, Mathematics/Statistics/Economics is a plus,
,
,You will make us go if:,
,You've had experience in EdTech,
,You have experience working for a startup who have scaled 0 to1",Data Analyst Lead,Jakarta
4 days ago,Grab,"Get to know our Team:,
,
,As GE supply and data team, we focus on humanizing big data and being a bridge between technical, business decision making and implementation. Our team employs various data-platforms to deliver high quality data analysis. If you like a good challenge and to handle an end to end business process, then you’re a perfect fit.,
,
The day-to-day activities:
,Monitor key metrics, find and explore business issues/opportunities, uncover insights, and implement tailored solutions for business growth/improvement.
,Collaborate with various stakeholder to roll out effective decisions
,Use and act based on data to measure and analyze business performance in each of our markets and lines of business.
,Plan, initiate, manage, coordinate, and execute multiple strategic activities to improve overall GrabExpress.,
,
The must haves:
,At least Bachelor degree from reputable university, preferably in Computer Science, Engineering or Business Management
,Knowledge relational database SQL, R, Python or other tools for statistical analysis is preferred.
,At least 4 years of experience in Consulting, E-Commerce, Business Growth, fast-paced Project Management, or in similar role
,Passionate about solving problems – possesses a relentless need for investigation and data exploration.
,Attentive to details and good communication in English and Bahasa",GE Data and Supply Analyst,Jakarta
25 days ago,"TRI7 Solutions, Inc.","Responsibilities: ,Monitoring of analysis/odds schedules,Compilation and trading of sports products for a variety of markets and sports,Delivering a competitive report regarding odds and range of bets analysis,Be able to monitor prices and control liabilities for a set of sports,Communicate effectively with superiors in order to make informed trading decision in a time critical environment,To carry out all other reasonable requests or objectives to an acceptable standard and agreed timelines,Creating and settling betting markets for various sports depend on team,To assist the division spervisor/HOD to weed out Smart Punters and Bonus Hunters,Requirements: ,Chinese speaking (Mandarin, Hokkien, or Teochew),Fresh graduate of college, high school, or its equivalent,Very good knowledge in Microsoft Office Excel and computer skill is a must,With good Mathematical skills,Can understand English (reading and writing),Willing to learn and can work 11 hours a day (with 1 rest day per week),Adaptable in shifting schedules (rotation of night and noon time schedule),Willing to be relocated to Cambodia - Poipet Office,Job Type: Full-time,Language:,Mandarin, Teochew, or Hokkien? (Preferred),Work Remotely:,No",Data Analyst,Jakarta
30+ days ago,Ninja Van,"Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries.,
At our core, we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a data-driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started! We have much room for improvement and many ideas that will further shape the industry.,
,Job Description,
Analyze data collected from external and internal sources and prepare monthly reports,
Conduct cross vendor rate comparisons and external market research to benchmark freight costs,
Monitor tracking system, identify system errors, and recommend appropriate enhancements,
Support ops team in performance review to vendors,
Analyze freight processes and recommend improvements,
Create KPI reports and track overall expenditure of the departments for freight movements, working with the OPCA and Finance teams,
,Requirements,
At least 1 year experience in similar position, fresh graduate are welcome to apply,
Strong problem solving skills with the ability to seek alternative solutions for dilemmas and problems and good with numbers and data with attention to details,
Good communication skills — able to edit work for spelling and grammar, present numerical data effectively, read & interpret written information, is tactful and discrete in interactions,
Organizational and Time management skills: multi-tasking, able to create priority scale, planning work activities efficiently to meet deadlines and high level goals,
Excellent working knowledge of analytical or scientific software, and advanced knowledge of Excel is preferable,
,Submit a job application,
By applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice.",Junior Data Analyst (Airfreight & Seafreight),Jakarta
5 days ago,Kanmo Retail Group,"Key Responsibilities:,
,
Maintaining B2B and B&C website providing seamless customer journey and customer engagement with detailed Brand & Product information overseeing website operation with particular attention to content.,
,Provide daily, weekly, monthly, quarterly, or yearly reporting.,
,Manage Price Books.,
,Ensure all B2B orders flow through the systems without issue.,
,
Requirements:,
,
Diploma or Bachelor degree holder any field.,
,Minimum 2 years of working experience in retail, buying/merchandising or e-commerce,
,Have a keen eye for analytics and numbers,
,Good communication skill - to be able to work across departments,
,Fluent in English.",Reporting and Data Analyst,Jakarta
20 days ago,Schoters,"Perform business process mapping & analysis.
,
Take proactive leadership, also act as a facilitator to optimize whole business processes, interactions, and communications.
,
Facilitate quality and change management processes.
,
Discover & drive program initiatives through data driven recommendations and partner with cross-functional teams to implement
,Literate in Quality Management Systems and Standards (ISO 9001, Six Sigma).
,
Basic statistics ability.
,
Understands Relational Database and Query.
,
Proficiency in SQL, Power BI, Knowledge in Python or R is a plus.
,
Strong leadership and communication skills.
,
Innovative and able to work in a team well.
,
Good analytical & problem solving skills",Data & System Analyst,Jakarta
