available_since,company,job_description,job_title,location
30+ days ago,ADI Group - ASIA,"Computer-Vision Data-Scientists
,
,4+ years’ very strong experienced in Computer vision, image processing, image classification, CNN / RNN, etc. Using Python is preferable.,Highly experienced in one or more of Scikit learn, OpenCV, XGBoost, Spark, Tensorflow, and/or Keras.,Excellent communicator & can train other on the solution created.
,A determined learner & problem solver, excited to share his/her knowledge to others,
,
""Waspada terhadap Modus Penipuan pada saat proses interview. Perusahaan tidak akan memungut biaya apapun dalam melakukan proses interview. Mohon segera melaporkan ke kami, jika pada saat Anda diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang."",
,
""""Please be aware of the Fraud Company. The company will never be collecting any payment in the process of interview. Please immediately report to us if there's any companies that collecting payment to the Jobseekers.""",Lowongan Computer-Vision Data-Scientists,Jakarta
30+ days ago,Michael Page,"Solve real problems for SME sector,
,Well funded startup,
,About Our Client,
,Various fast growing and well funded Fintech startups.,
,
,Job Description,
,Gather, manage and scrub data collected from various analytic platforms and sources to build quantitative analysis.,
,Define problems and hypotheses, develop recommendations, and analyze large amounts of data to discover insights for solving the problems, leading to better business performance.,
,Collaborate with fellow Data analytics and other business units to design and deploy data driven solutions with high business value.,
,Build and implement continuous improvement to predictive accuracy of models, monitor its performance in production systems.,
,Apply best practices in data-driven decision processes through statistical theorems,
,The Successful Applicant,
,Min. 5 years of experience in data science, machine learning engineering, modelling, statistics and quantitative analysis,
,Leadership skills and team management experience,
,Excellent understanding of machine learning algorithms in Python libraries,
,Experience in cloud environment, preferably in Google Cloud,
,Great understanding of linear algebra, multivariate calculus and applied statistics skills, such as distributions, statistical testing, regression, etc.,
,Solid analytical and problem solving skills, with high curiosity and growth mindset,
,Preferably Bachelor or Master's degree in mathematics, computer science, statistics, engineering or similar advanced degree,
,What's on Offer,
,Join one of the fastest growing startup,
,Solve real problems for SME sector,
,Highly competitive benefits,
,
,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4215870,
,Phone number,
,+62 21 2958 8871",Lead Data Scientist,Jakarta
30+ days ago,GO-JEK,"About the Role,
As our Senior Data Scientist, you'll be an integral player in the Demand and Incentives Data Team based in Jakarta. With the latest cutting-edge data science tech at your disposal, you'll focus your efforts on bringing our incentive systems to the next level, employing various quantitative techniques such as Machine Learning, Optimization, Simulation, Bayesian Techniques to drive asymmetric values for our businesses at Gojek. You'll be heavily involved in ideation, research, and building prototypes, and the folks in the Data Science Platform will bring your models to production. Your efforts will directly influence the stability and scalability of Gojek's demand & incentives stream, and thus to company's top and bottom line as a whole.,
What You Will Do,
Drive the long term vision of the Machine Learning-based incentive systems and own its implementation end-to-end,
Enhance the technical excellence of the team and bring the data science products in your stream to the next level
,Work with other Data Scientists, Machine Learning Engineers, and Business users to build, deploy, and scale data science solutions for incentive systems
,Utilize your experience in data science, machine learning, software engineering, distributed systems to develop these systems; work with the platform team to take the systems to production,
Work with Business teams to continuously refine and improve the systems to cater to Gojek's ever-evolving needs,
,What You Will Need,
At least 5 years of experience as a Data Scientist/ Machine Learning Engineer, with solid understanding of Data Science and Machine Learning fundamentals and experience taking Data Science models into production,
Experience in Python, R, Golang/Java, Unix; along with knowledge of good software design principles and TDD,
Working knowledge of Cloud-based solutions (GCP/ AWS), Stream Data Processing Frameworks (Beam) and mature Deep Learning frameworks (e.g. Tensorflow/ Pytorch),
Proven experience in understanding Business needs and formulating Data Science solutions to solve these issues,
Experience working with relational and non-relational databases,
Ability to write clear and concise technical documentation,
Knowledge of Causal Inference,
A Bachelor's Degree in Software Engineering, Computer Science, Information Systems, Business Analytics, Statistics, or a similar field,
,About the Team,
Our Demand and Incentives team is a part of the Loyalty, Incentives, and Monetization (LPM) Data team which consists of 5 members (Decision Scientists, Data Scientists, and Business Intelligence folks). The team is distributed across Indonesia and Singapore. Working alongside the CRM, Growth, and Consumer Care streams (just to name a few), we oversee all things data when it comes to increasing demand and issuing incentives. This includes designing an efficient loyalty program and the best data driven communication channels for our users. For instance, should you have a question about which incentives to offer our customers to keep them engaged on the platform, we are your people!,
,
Currently, our team has been hard at work building a machine learning-based voucher allocation system which will recommend catered incentives to our users at the optimal time. We're a tight-knit group made up of crypto-enthusiasts, national badminton champions, and movie fanatics. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!,
About Us,
Gojek is a Super App. It’s one app for ordering food, commuting, digital payments, shopping, hyper-local delivery, and dozen other products. It is Indonesia’s first and only decacorn. It's also the only Southeast Asian startup to be part of Fortune's list of 'Companies That Changed The World.',
Our Mission:, To create and scale positive socio-economic impact for our customers, driver-partners, business and MSMEs.,
As of 2018, Gojek processed more than $9 billion annualised gross transaction value across all markets where it operates - in Singapore, Thailand, Vietnam and Indonesia. We have the largest food delivery product in Asia, (outside of China), and the largest payments wallet in Southeast Asia.,
Our investors include Google, Facebook, PayPal, Sequoia Capital, Tencent Holdings among others.,
Gojek is committed to building a diverse and inclusive workplace and is an equal opportunity employer. We do not discriminate on the basis of race, religion, national origin, gender, gender identity, sexual orientation, disability, age, education status, or any other legally protected status.",Senior Data Scientist - Demand Generation,Jakarta
20 days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,August 16, 2021,
,About the Role,
Climb on board and fasten your helmet if you're ready to be our Data Scientist. In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of your contribution. You will be analyzing data, developing and deploying Data Science solutions to improve GoLogistics products. You will not be alone in this journey though! We have Product Managers, Engineers, Data Scientists, Business Intelligence, Design and Business folks that are eager to work with you.,
,
,What You Will Do,
,Work with Data Scientists, Product Engineers and Product Managers to build, deploy, and scale Data Science solutions for routing optimization and supply forecasting to improve our delivery efficiency,
Leverage Statistical Models and Machine Learning to better understand our customers’ use-cases and needs,
Work with Product teams to continuously refine, improve the solutions to cater to ever-changing Gojek needs,
Deep-dive analysis to support business decisions,
,What You Will Need,
,Master’s degree in business, mathematics, engineering, data science preferred,
At least 5 years of experience in related fields including Data Scientist, Operation Research, Machine Learning,
Proficiency in programming language (Python, Golang/Java) in Linux/Unix environment,
Solid knowledge of Data Science and Machine Learning fundamentals, with proven experience to formulate Data Science solutions to business problems,
Proven ability to recognize business needs and ability to communicate with multiple stakeholders including PMs, Business and Operations,
Experience in taking Data Science models to production,
,About the Team,
At the heart of Gojek’s businesses, we move things around. Our Logistics team is a family of 80 people made up of business, engineers, product managers, product designers and marketing folks based across Jakarta, Bangalore, and Singapore. The Logistics business to Gojek means providing the nourishment to sustain our business from the inside out; providing and solving the first mile and last mile solutions with strategic insights - Demand generation, supply, promotions and campaigns to improve the revenue growth. In short, we keep things moving. Our main responsibility is to build and manage business strategy for the wider Gojek Logistics Platform. Our team is led by a passionate foodie who loves Irvin’s snacks. We work hard and play hard and take pride in what we do!",Senior Data Scientist I - Logistics,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 18, 2021,
,About the Role,
Fasten your helmet and climb aboard if you’re ready to be our Junior Data Scientist. In this role, you will be an integral player within the GoFinance Data Science team based in Indonesia. You’ll take the wheel in overseeing all data aspects for the platform, building, evaluating, and monitoring consumer risk models for a variety of financial products. The folks in the Engineering and Project Management teams will be your companions on this ride, as they’ll help bring your models to production. Most importantly, your efforts will work to bring wider financial inclusion to more people in the region and beyond.,
,
,What You Will Do,
,Build, evaluate, and monitor consumer risk models for a variety of financial products,
Experiment with state-of-the-art technologies in machine learning,
Process, cleanse, and verify the integrity of data used for analysis,
Select features and build and optimize classifiers,
Perform data analysis and present insights to various business stakeholders,
Extend company’s data with third-party information,
,What You Will Need,
,At least 1 year of experience in performing analytics using structured and unstructured data,
Familiarity with SQL and Python, with strong dashboarding/visualization skills,
Excellent command in statistics and machine learning,
Ability to independently execute deep dives into data sources, present results, and propose recommendations in a clear and concise manner,
Experience working with big data and complex data structures,
Excellent spoken and written skills in English in order to communicate with stakeholders of various backgrounds, and with our international teams,
,About the Team
,Our GoFinance Data Science team is a group of eight Data Scientists based in Singapore and Indonesia. We build models to predict adoption, churn, credit scores, and pricing on loan applications for our users. We oversee all data aspects of our financial services at Gojek, working to support business expansion across various sectors, and most importantly, to bring wider financial inclusion to as many people in the region as possible.,
One of the biggest obstacles our team has had to overcome was modeling the creditworthiness of thin file users. After many weeks of research, collaboration, and trial and error, we figured out that the best way to tackle this issue was to utilize alternative data, such as in-app behavior and geolocation data. Currently, our team has been busy working on the expansion to e-commerce users, enriching our product family and user base.,
While our team is based all over the region, we’re a tight-knit group who are bonded by two things: the digital transform to help the unbanked, and alignment with personal development in technologies. Our weekly conversations range from market campaign optimizations to state-of-the-art engineering stacks. Off hours, you’d probably find us having fun in board-games. Working from home has been a strange time for a lot of us, so our team has been taking time on our calls to trade advice on the best ways to keep sane with this new work set up. We’re made up of game enthusiasts, sports lovers, and comic fanatics. Once COVID subsides, we’re excited to get together for our weekly dinner and drinks again!",Junior Data Scientist-Financial Services Platform,Jakarta
30+ days ago,Philip Morris International,"MAKE HISTORY WITH US!,
,
We’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products with the power to improve the lives of a billion smokers worldwide.
,
,
With huge change, comes huge opportunity. So, wherever you join us, you’ll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions.,
,
We are looking for Data Scientist Executive based in Jakarta.,
,
HOW CAN YOU MAKE HISTORY WITH US?,
,
,Implement machine learning initiatives,Analyze complex datasets and correlating information into predictive forecasts and/or fact-based trend analysis.,Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions, increasing productivity, or improving sales performance.,Analyze historical data to identify trends and support decision making.,Suggest and develop new data sources, testing model enhancements, and fine-tuning model parameters.,Provide requirements to develop analytic capabilities, platforms, and pipelines.,Apply statistical or machine learning knowledge to specific business problems and data.,Formalize assumptions about how users are expected to behave, create statistical definition of the outlier, and develop methods to systematically identify these outliers.,Given anecdotes about anomalies or generate automatic scripts to define anomalies, deep dive to explain why they happen, and identify fixes.,Build decision-making models and propose solution for the business problem you/the team has defined.,Explain assumptions and quantitative methodologies to colleagues in other departments.,
,
WHO ARE WE LOOKING FOR?,
,
,Understand A/B and incrementality testing best practices with a proven track record including experience in simulation and power analysis.,Understanding of ecommerce analytics, marketing analytics, experimentation, membership/loyalty analytics and revenue management techniques.,3+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python, PySpark), big data, AWS, Python, Jupyter, other analytics/data science tools.,Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.,Combination of deep technical skills and business savvy enough to interface with all levels and disciplines across the Commercial organization.,Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, and ability to accurately determine cause and effect relations.,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.,Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.,Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to both technical and business audiences.,Demonstrated ability to thrive in ambiguous environments and drive results.,Strong organizational and multitasking skills with ability to balance competing priorities across global stakeholder groups.,Demonstrated ability to manage a portfolio of projects, resource manage, and develop trusted relationships with business stakeholders,
,
WHAT WE OFFER,
,
Our success depends on the men and women who come to work every single day with a sense of purpose and an appetite for progress. Join Sampoerna and you too can:,
,
,Seize the freedom to define your future and ours. We’ll empower you to take risks, experiment and explore.,Be part of an inclusive, diverse culture, where everyone’s contribution is respected; collaborate with some of the world’s best people and feel like you belong.,Pursue your ambitions and develop your skills with a global business – our staggering size and scale provides endless opportunities to progress.,
,
Are you up to the challenge? What are you waiting for?,
,
Apply today and let’s #MakeHistory together.","Data Scientist Jakarta, Indonesia Commercial",Jakarta
30+ days ago,Global Tiket Network,"Role instructions:,
,
The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.,
,
,
Your main duties in flying with us:,
,Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions,
,Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies,
,Assess the effectiveness and accuracy of new data sources and data gathering techniques,
,Develop custom data models and algorithms to apply to data sets,
,Use predictive modelling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes,
,Develop company A/B testing framework and test model quality,
,Coordinate with different functional teams to implement models and monitor outcomes,
,Develop processes and tools to monitor and analyze model performance and data accuracy,
,
,
Mandatory belongings that you must prepare:,
,Have minimum 5-7 years of experience manipulating data sets and building statistical models, has a Master’s or PhD in Statistics, Mathematics, Computer Science or another quantitative field,
,Strong problem-solving skills with an emphasis on product development,
,Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets,
,Experience working with and creating data architectures.,
,Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks,
,Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications,
,Excellent written and verbal communication skills for coordinating across teams,
,Have a drive to learn and master new technologies and techniques,
,
,
In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination.,
,Skills Requirements,
,Python,
,Sql,
,R,
,Data Scientist",Data Scientist Lead,Jakarta
5 days ago,Sayurbox,"Job Description:,
Build Sayurbox data team according to targeted business growth and requirements.,
Identify and address user data requirements using data driven solutions.,
Build and maintain prediction models and engines from development to production.,
Help setting project goals and deliverables.,
Mentor more junior peers.,
Minimum Requirements:,
Have experience in the same field for 2-3 years.,
Bachelor degree in Computer Science/Mathematics/Software Engineering.,
Familiarity with Python, R, and SQL.,
Proven experience in building machine learning models related to regression, forecasting, clustering, decision trees, classification, optimization, neural network, etc.,
Have experience in the evaluation and deployment process of machine learning models.,
Have an “out of the box” mindset, understand that problems can sometimes be solved with non-complex solutions.,
Cooperative person and can thrive in team driven.,
Good problem solving and analytical skills.,
Good interpersonal and communication skills to address technical problems early in the process.,
Understand how a solution can be impactful for business needs.,
Inspired and driven, volunteer to enhance things without being asked first.,
Love being in a startup environment and working at a fast pace.,
Able to manage yourself and time during development, know how to set priority.,
You are ready to step up when the team really needs it and do whatever it takes to complete deliverables.,
Open minded, appreciate differentiation of background, social, culture and personalities.,
Nice to have:,
Masters in Computer Science/Mathematics/Software Engineering.,
Proven experience in developing models for recommendation systems, fraud detection, demand forecasting, or route optimization.,
,
,Z7lzWQp2f2",Senior Data Scientist,Jakarta
5 days ago,Sayurbox,"Job Description:,
Assist team members to transform data science prototypes into optimized prediction models and engines, especially in production environments.,
Evaluate and build reliable and scalable data infrastructure.,
Contribute in building and maintaining the data science platform.,
Minimum Requirements:,
Have experience in a relevant field (or software engineering) for 2-3 years.,
Bachelor degree in Computer Science/Software Engineering.,
Familiarity with Python, R, SQL, C, C++, Java etc.,
Familiarity with ML ops, distributed computing, and web services.,
Cooperative person and can thrive in team driven.,
Good interpersonal and communication skills to address technical problems early in the process.,
Inspired and driven, volunteer to enhance things without being asked first.,
Love being in a startup environment and working at a fast pace.,
Able to manage yourself and time during development, know how to set priority.,
You are ready to step up when the team really needs it and do whatever it takes to complete deliverables.,
Open minded, appreciate differentiation of background, social, culture and personalities.,
,
,FKWydkuSeT",Senior Data Scientist (Platform),Jakarta
30+ days ago,Michael Page,"Join one of the fastest growing startup,
,Solve real problems for SME sector,
,About Our Client,
,Our client is one of the fastest growing Fintech startup with focus on the micro-small-medium enterprises (UMKM). They have made it possible for Indonesian SMEs to have a proper financial management with technology revolutions.,
,
,Job Description,
,Gather, manage and scrub data collected from various analytic platforms and sources to build quantitative analysis,
,Define problems and hypotheses, develop recommendations, and analyze large amounts of data to discover insights for solving the problems, leading to better business performance,
,Collaborate with fellow Data analytics and other business units to design and deploy data driven solutions with high business value,
,Build and implement continuous improvement to predictive accuracy of models, monitor its performance in production systems,
,Apply best practices in data-driven decision processes through statistical theorems,
,The Successful Applicant,
,Min. 4 years of experience in data science, machine learning engineering, modelling, statistics and quantitative analysis,
,Excellent understanding of machine learning algorithms in Python libraries,
,Experience in cloud environment, preferably in Google Cloud,
,Great understanding of linear algebra, multivariate calculus and applied statistics skills, such as distributions, statistical testing, regression, etc.,
,Solid analytical and problem solving skills, with high curiosity and growth mindset,
,Preferably Bachelor or Master's degree in mathematics, computer science, statistics, engineering or similar advanced degree,
,What's on Offer,
,Join one of the fastest growing startup,
,Solve real problems for SME sector,
,Highly competitive benefits,
,Contact,
,Josephine Wiliputri,
,Quote job ref,
,4186147,
,Phone number,
,+62 21 2958 8871",Data Scientist (Senior-Lead) - Sequoia-backed Tech Startup,Jakarta
6 days ago,Monroe Consulting Group,"Data Scientist (MultiFinance),
The ideal candidates will need to have expertise in machine learning, data mining, and information retrieval to design, prototype, and build next-gen advanced analytics use cases.,
Responsibilities,
Analyze raw data: assessing quality, cleansing, structuring for downstream processing,
Design accurate and scalable prediction algorithms,
Collaborate with the engineering team to bring analytical prototypes to production,
Generate actionable insights for business improvements,
Collaborates with translators to define technical problem statements and hypotheses to test,
Regularly test and maintain analytical models that mimic business decisions to improve efficiency and keep up with changing business needs,
Qualifications,
Bachelor's degree in Engineering (Computer Science or Electronics), or MS in Computer Applications, Economics, Statistics or Mathematics or related technical discipline,
1-2 years experience in a statistical and/or data science/business intelligence role,
Should have experience in machine learning, statistics, optimization, or related fields; deeper experience in working with large data sets, simulation/ optimization, or distributed computing tools is a plus,
Experience with programming is required; specific experience in R or Python is a plus,
Experience in working with large data sets, simulation/ optimization, and distributed computing tools (Map/Reduce, Hadoop, Hive, Spark, etc.) is a plus,
Strong analytical and problem-solving skills",Data Scientist,Tangerang
30+ days ago,McKinsey & Company,"Qualifications,
,Bachelor or MSc or PhD level degree in a discipline such as computer science, machine learning, applied statistics, mathematics or engineering.,
Ability to write clean, maintainable, and robust code in Python,
Good presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields,
Methodical yet creative problem solver,
Experience in applying data science and machine learning methods to real world problems,
,Who You'll Work With,
,As a data scientist at QuantumBlack in Jakarta you can expect,
Your colleagues,
Work with other data scientists, data engineers, machine learning engineers, designers and project managers on interdisciplinary projects, using maths, stats and machine learning to derive structure and knowledge from raw data across various industry sectors.,
Who you are,
You are a highly collaborative individual who is capable of laying aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritising impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly.,
Our Tech Stack,
While we advocate for using the right tech for the right task, we often leverage the following technologies: Python, PySpark, TensorFlow, PyTorch, SQL, Airflow, Databricks, our own OSS called Kedro (check out a Kedro tutorial video here), container technologies such as Docker and Kubernetes, cloud solutions such as AWS, GCP or Azure, and more!,
,What You'll Do,
,As a Data Scientist at QuantumBlack you can expect...,
Your responsibility,
You will partner with our clients, from data owners and users to C-level executives, to understand their needs and build impactful analytics solutions,
You will be flexible to travel to our clients’ offices to deliver presentations, gather information or share knowledge,
You will contribute to cross-functional problem-solving sessions with your team and deliver presentations to colleagues and client,
You will translate business problems into analytical problems and develop models aimed at solving our clients and users problems and ensure they are evaluated with the relevant metrics,
You will write highly optimized code to advance our internal Data Science Toolbox,
You will add real-world impact to your academic expertise, as you are encouraged to write papers and present at meetings and conferences should you wish,
You will take part in R&D projects (video: R&D at QuantumBlack); attend conferences such as NIPS and ICML as well as data science retrospectives where you will have the opportunity to share and learn from your co-workers,
Work in one of the most advanced data science teams globally,
What you'll benefit from,
Real-World Impact, – No project is ever the same, we work with top-tier clients across multiple sectors, providing unique learning and development opportunities internationally.,
Fusing Tech & Leadership, – We work with the latest technologies and methodologies and offer first class learning programmes at all levels.,
Multidisciplinary Teamwork, - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.,
Innovative Work Culture, – Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.,
Striving for Diversity, – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.,
Continuous development and progression, – We offer an extensive choice of training sessions, ranging from workshops to international conference, tailored to your needs as well as a personal mentorship system. We have multiple career paths and geographic locations to evolve within the Firm.,
Global community, – you'll learn from colleagues around the world by connecting both internally and externally through our various hosted meet-ups.",Data Scientist - QuantumBlack,Jakarta
30+ days ago,GO-JEK,"Location,
,Jakarta,
,Work Type,
,Permanent,
,Application Posted,
,June 15, 2021,
,About the Role,
As our Data Scientist, you'll be an integral player in the Demand and Incentives Data Team based in Jakarta. With the latest cutting-edge data science tech at your disposal, you'll focus your efforts on bringing our incentive systems to the next level, employing various quantitative techniques such as Machine Learning, Optimization, Simulation, Bayesian Techniques to drive asymmetric values for our businesses at Gojek. You'll be heavily involved in ideation, research, and building prototypes, and the folks in the Data Science Platform will bring your models to production. Your efforts will directly influence the stability and scalability of Gojek's demand & incentives stream, and thus to company's top and bottom line as a whole.,
,
,What You Will Do,
,Drive the long term vision of the Machine Learning-based incentive systems and own its implementation end-to-end,
Enhance the technical excellence of the team and bring the data science products in your stream to the next level
,Work with other Data Scientists, Machine Learning Engineers, and Business users to build, deploy, and scale data science solutions for incentive systems
,Utilize your experience in data science, machine learning, software engineering, distributed systems to develop these systems; work with the platform team to take the systems to production,
Work with Business teams to continuously refine and improve the systems to cater to Gojek's ever-evolving needs,
,What You Will Need,
,At least 3 years of experience, with solid understanding of Data Science and Machine Learning fundamentals and experience taking Data Science models into production,
Experience in Python, R, Golang/Java, Unix; along with knowledge of good software design principles and TDD,
Working knowledge of Cloud-based solutions (GCP/ AWS), Stream Data Processing Frameworks (Beam) and mature Deep Learning frameworks (e.g. Tensorflow/ Pytorch),
Proven experience in understanding Business needs and formulating Data Science solutions to solve these issues,
Experience working with relational and non-relational databases,
Ability to write clear and concise technical documentation,
Knowledge of Causal Inference,
A Bachelor's Degree in Software Engineering, Computer Science, Information Systems, Business Analytics, Statistics or a similar field,
,About the Team,
Our Demand and Incentives team is a part of the Loyalty, Incentives, and Monetization (LPM) Data team which consists of 5 members (Decision Scientists, Data Scientists, and Business Intelligence folks). The team is distributed across Indonesia and Singapore. Working alongside the CRM, Growth, and Consumer Care streams (just to name a few), we oversee all things data when it comes to increasing demand and issuing incentives. This includes designing an efficient loyalty program and the best data driven communication channels for our users. For instance, should you have a question about which incentives to offer our customers to keep them engaged on the platform, we are your people!
,Currently, our team has been hard at work building a machine learning-based voucher allocation system which will recommend catered incentives to our users at the optimal time. We're a tight-knit group made up of crypto-enthusiasts, national badminton champions, and movie fanatics. We work hard and play hard, and believe it or not, we actually enjoy each other’s company!",Data Scientist - Demand Generation,Jakarta
30+ days ago,Philip Morris International,"MAKE HISTORY WITH US!,
,
We’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products with the power to improve the lives of a billion smokers worldwide.
,
,
With huge change, comes huge opportunity. So, wherever you join us, you’ll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions.,
,
We are looking for Manager Data Scientist based in Jakarta.,
,
HOW CAN YOU MAKE HISTORY WITH US?,
,
,Lead machine learning implementation
,Translate and interpret complex and interrelated datasets and correlating information into predictive forecasts and/or fact-based trend analysis.
,Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions, increasing productivity, or improving sales performance.
,Analyze historical data to identify trends and support decision making.
,Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
,Provide requirements to develop analytic capabilities, platforms, and pipelines.
,Apply statistical or machine learning knowledge to specific business problems and data.
,Formalize assumptions about how users are expected to behave, create statistical definition of the outlier, and develop methods to systematically identify these outliers.
,Given anecdotes about anomalies or generate automatic scripts to define anomalies, deep dive to explain why they happen, and identify fixes.
,Build decision-making models and propose solution for the business problem you/the team has defined.
,Explain assumptions and quantitative methodologies to colleagues in other departments.,
,
,
WHO ARE WE LOOKING FOR?,
,
,Mastery of A/B and incrementality testing best practices with a proven track record including experience in simulation and power analysis.
,Understanding of ecommerce analytics, marketing analytics, experimentation, membership/loyalty analytics and revenue management techniques.
,10+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python, PySpark), big data, AWS, Python, Jupyter, other analytics/data science tools.
,Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.
,Combination of deep technical skills and business savvy enough to interface with all levels and disciplines across the Commercial organization.
,Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, and ability to accurately determine cause and effect relations.
,Experience articulating business questions and using quantitative techniques to arrive at a solution using available data.
,Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.
,Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to both technical and business audiences.
,Demonstrated ability to thrive in ambiguous environments and drive results.
,Strong organizational and multitasking skills with ability to balance competing priorities across global stakeholder groups.
,Demonstrated ability to manage a portfolio of projects, resource manage, and develop trusted relationships with business stakeholders.,
,
,
WHAT WE OFFER,
,
Our success depends on the men and women who come to work every single day with a sense of purpose and an appetite for progress. Join Sampoerna and you too can:,
,
,Seize the freedom to define your future and ours. We’ll empower you to take risks, experiment and explore.,Be part of an inclusive, diverse culture, where everyone’s contribution is respected; collaborate with some of the world’s best people and feel like you belong.,Pursue your ambitions and develop your skills with a global business – our staggering size and scale provides endless opportunities to progress.,
,
Are you up to the challenge? What are you waiting for?,
,
Apply today and let’s #MakeHistory together.","Manager Data Scientist Jakarta, Indonesia Commercial",Jakarta
2 days ago,Zenius Education,"Manage a team of data scientists, machine learning engineers and big data specialists
,
Lead data mining and collection procedures
,
Ensure data quality and integrity
,
Interpret and analyze data problems
,
Conceive, plan and prioritize data projects
,
Build analytic systems and predictive models
,
Test performance of data-driven products
,
Visualize data and create reports
,
Experiment with new models and techniques
,
Align data projects with organizational goals
,Here at Zenius, we value fundamental skills as key components in our recruitment process. To fill this role, you are required to have ZenCore levels of:
,
40 for Math
,
40 for English
,
40 for Verbal Logic
,
For more information on ZenCore and how you can gain a ZenCore level, please click here . For this position, you are also required to have a minimum qualification as follows:
,
Proven experience as a Data Scientist or similar role
,
Solid understanding of machine learning
,
Knowledge of data management and visualization techniques",Lead Data Scientist - I7067,Jakarta
30+ days ago,Ajaib,"Company Description,
Ajaib is a financial technology company that provides a modern digital experience for beginners and seasoned investors alike. Our mission is to enable our customers to achieve financial freedom. Financial systems are the backbone of any country's economy and wealth so we bear heavy responsibility for our customers. Our software engineers work on a variety of projects ranging from bleeding-edge innovations in financial systems to exciting consumer products. We never stop learning and we always seek ways to improve. If you want to apply your knowledge and skills to impact millions of lives, join our team.,
,
,Job Description,
As a data scientist, you will have the opportunity to leverage Ajaib’s rich data to develop insights and products that are used by millions of users and propel the growth of our business.,
You will collaborate with a strong team of engineers, product managers and fellow data scientists in defining the frontier of data products in fintech. Data scientists will work on how to evaluate current investor behaviors and develop potential product features,
Work with management to prioritize business data needs and recommend new ways of using data to inform decision-making.,
Perform data visualizations to uncover valuable insights, be able to measure and track product performance.,
Conduct analysis and make recommendations that impact product and business directions.,
,
,Qualifications,
,
Bachelor's Degree in mathematics, computer science, statistics, engineering and related major.,
At least 3 years of experience in Data Science roles,
Proficient in Statistics, Data Structuring, Analysis,
Excellent analytical skills & critical thinking, creative problem solving, and English communication,
Strong programming skill (Python, R, or SQL).,
Experience in one of the following is a plus: Tableau, Appsflyer, Clevertap, Google Analytics, Google Data Studio and Google Big Query",Senior Data Scientist,Jakarta
